recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
199804183,1,22.9,"80/100    적당히 재밌는 전투와 적당히 역겨운 필드구성,  약 20시간 근처의 짧은 플레이타임으로 슴슴하게 먹는 소울라이크.  스토리는 볼 것 없고 흡입력도 없음. 몰입도 없고 여운도 없음.  보스 후두려패는 맛을 원하는 소울박이들이 하는 게임. 최후반부 보스전이 꽤나 재밌음.  다크한 분위기와 비가 추적추적 내리는 우중충함이 좋았음.",MIXED,NEUTRAL,"전투는 괜찮, 스토리는 아쉬움",0.85,false,POSITIVE,POSITIVE,NEGATIVE,NONE,NEUTRAL,다크한 분위기와 비가 추적추적,적당히 재밌는 전투,스토리는 볼 것 없고 흡입력도 없음,,짧은 플레이타임,전투@content|스토리@content|분위기@content
199791709,1,63.7,"[h1]이 정도면 수작이다, P의 거짓[/h1]  네오위즈의 첫 소울라이크, P의 거짓입니다. 프롬 소프트웨어의 소울라이크를 베이스로 한 게 눈에 띄는 만큼, 프롬과의 차이점에 대해 이야기 해볼겁니다.  [h3]전투 스타일[/h3] P의 거짓의 전투 스타일은, 전투만 두고 보면 상당한 고난이도라고 생각합니다. 구르기로만 거진 모든 패턴 파훼가 가능한 프롬의 소울라이크와 달리 세키로의 패리와 비슷한 퍼펙트 가드, 다크 소울에서 쓰였던 구르기/스텝, 그리고 가드 총 3가지 옵션이 존재하는데, P의 거짓은 이 세 가지를 적절하게 활용하라고 대놓고 밀어줍니다. 퍼펙트 가드만 사용하기에는 패턴의 파훼가 쉽지 않을뿐더러 일부 공격은 퍼펙트 가드 시 밀려나고, 가드만 활용하기에는 P의 거짓의 가드는 무조건 일정 량의 체력이 빠지는 가드만이 존재합니다. 물론 가드로 잃은 체력은 블러드본의 리게인에서 차용한 가드리게인으로 복구가 가능하지만, 항상 그렇게 체력을 복구할 순 없는 노릇이죠, 들어가는 스",POSITIVE,SATISFACTION,"수작, 높은 난이도 전투 시스템",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,3가지 방어 수단을 적절히 사용해야,,,,전투@content|난이도@content|필드@content
199787245,1,23.4,플스 플레따고 또삼 ㅡ_ㅡ,NEUTRAL,NEUTRAL,플스에 이어 또 구매,0.70,true,NONE,NEUTRAL,NONE,NONE,NEUTRAL,,,,,,구매@value
199752575,1,37.2,"스텔라블레이드 플레이하고 넘어왔음. 확실히 스텔라블레이드가 친절한 게임이라는 걸 느낌.  다른 소울게임들에 비해 친절하다고는 하지만 그래도 불친절함. 스텔라블레이드를 하고 바로 넘어 와서 더 그렇게 느끼는 걸 수도 있는데, 무튼 불친절한 게임에 속하는 건 맞다고 봄. 의외로 아직까진 보스전이 어렵지 않고, 일반몹 상대하면서 진행하는게 더 어렵게 느껴짐.  이제 슬슬 중간정도 진행한 거 같은데, 초반보다는 수월해 지는 거 같음. 장비도 업그레이하고 레벨업도 해서 그런가봄. 재미가 조금씩 붙음.  재미 붙는데 시간이 오래걸리는 게임인가 봄",MIXED,MIXED,불친절하지만 점점 재밌어짐,0.80,false,NONE,NEGATIVE,NONE,NONE,POSITIVE,,"불친절함, 일반몹이 더 어려움",,,재미가 조금씩 붙음,불친절@content|난이도@content|재미@value
199731077,1,22.9,발매 극초반 게임페스로 하다가 dlc하려고 다시사서 했는대 그때보다 엄청쉬워졌네 하면서 디엘씨지역 가면 그떄 그맛 그리우셨지요? 하면서 괴랄한 피통을 가진애들이 반겨줌 절대 레이피어같은 작은 호신용무기를 들지말고 씹상남자 토르해머를 들어 --------------------------------------------------------------------------------------------------------------------------- 본편 및 디엘씨 완료 여운이 남는 좋은게임... 난이도는 솔직히 초창기 피의거짓보다 쉬운듯 전설의 스토커 난이도여도 그떄보다 쉬우니까 옛날에 하다가 어려워서 접은사람들 본편이랑 디엘씨까지 달려도 좋을거같습니다.,POSITIVE,SATISFACTION,"여운 남는 좋은 게임, 추천",0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,여운이 남는 좋은 게임,,,달려도 좋을 것 같습니다,난이도@content|게임@content|추천@value
199716819,1,39.2,솔찍히 쉽습니다.,POSITIVE,NEUTRAL,쉽습니다.,0.80,false,NONE,POSITIVE,NONE,NONE,NONE,,쉽습니다,,,,난이도@content
199703063,1,34.7,"스토리의 깊이를 제외하면 웰메이드 소울라이크라고 생각합니다 소울라이크에서 너무 악의적이거나 답답했던 부분을 긁어주는게 시원하긴 했으나, 반대로 몬스터를 여기저기 숨겨놓거나 바닥이 꺼지거나 하는 깜놀?요소를 너무 많이 집어넣어 놔서 하다보면 적당히 좀 넣지라는 생각이 듭니다. 그리고 최신 드라이버 문제인지는 모르겠으나, 75프레임 고정 fsr 프레임생성을 안하면 스터터링이 너무 심해서 게임이 플레이 불가능 할 지경입니다. DLC나온지도 조금 된걸로 아는데 해결좀 해주십시요..",MIXED,DISAPPOINTMENT,"스토리 아쉽, 최적화 문제 심각",0.85,false,NONE,POSITIVE,NEGATIVE,NEGATIVE,NONE,,웰메이드 소울라이크,스토리의 깊이를 제외하면,스터터링이 너무 심함,,소울라이크@content|스토리@content|스터터링@technical
199703057,1,53.8,맛있는 소울라이크 게임임 블러드본 느낌도 나면서..,POSITIVE,JOY,"맛있는 소울라이크, 블러드본 느낌",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,맛있는 소울라이크 게임,,,,소울라이크@content|블러드본@content
199693727,1,55.0,DLC 하면서 눈물 줄줄 흘리고  감정적으로 너무 힘들어서  진짜.. 망할놈들 아 욕 안 쓰고 싶었는데 너무 빌어먹게 욕나오게 잘 만들어서 진짜 미치겠네 DLC 다들 사세요 꼭 사셔야 합니다. 추천은 인형의 왕을 잡고 -> DLC를 깨고 -> 다시 본편으로 돌아오는 것을 추천합니다     저 DLC 엔딩 봤고 이제 그 빌어먹을 놈들을 다 처단하러 갑니다,POSITIVE,SATISFACTION,DLC 꼭 사세요! 욕 나올 정도로 잘 만듦,0.95,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,너무 빌어먹게 욕나오게 잘 만들어서,DLC 하면서 눈물 줄줄 흘리고,,DLC 다들 사세요 꼭 사셔야 합니다,DLC@content|엔딩@content
199659395,1,22.3,"피노키오를 배경으로 하는 소울라이크 액션 RPG, P의 거짓입니다.    많은 던전, 많은 보스. 꽤 흥미진진한 스토리.  선형적인 스테이지 구조를 취하고 있지만, 도리어 그래서 헷갈릴 일 없이 진행할 수 있습니다.    필드 난이도가 높고, 보스 수도 적지 않습니다. 이래저래 귀찮은 것도 많지만 상당히 잘 만들어진 게임이라 생각하며 플레이했습니다.    추천할만한 작품입니다.   재미있게 잘 플레이 했네요.",POSITIVE,SATISFACTION,잘 만들어진 소울라이크 액션 RPG,0.90,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,상당히 잘 만들어진 게임,꽤 흥미진진한 스토리,,추천할만한 작품,소울라이크@content|액션 RPG@content|스토리@content
199644449,1,33.5,KOREAN GOD겜. 게임패스 데이터 옮겨와서 DLC하려고 2회차 하는데 최고 난이도로 해도 지금 챕터 8 하고 있는데 처음 나왔을 때보다 많이 쉬워졌네,POSITIVE,SATISFACTION,"KOREAN GOD겜, 많이 쉬워졌네",0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,최고 난이도로 해도 쉬워졌네,,,,갓겜@value|난이도@content|DLC@content
199608158,1,79.5,중반 이후부터 난이도가 올라가서 초반처럼 쉬운줄 알고 나대가 ㅈㄴ뒤졌음  스토리는 엔딩보고도 여운이 좀 남을정도로 좋다고 생각함 다음작 이 기대됨,POSITIVE,SATISFACTION,"스토리 좋음, 중반 이후 난이도 상승",0.90,false,NONE,NEGATIVE,POSITIVE,NONE,NONE,,ㅈㄴ뒤졌음,엔딩보고도 여운이 좀 남을정도로 좋음,,,난이도@content|스토리@content|여운@content
199605789,1,37.0,"장점 스토리가 직관적이고 이해하기 편하며 재밌음. 전투 분야에서는 퍼펙트 가드 시스템이 있어서 단순 피하기 게임이 아니라 전투라는 느낌을 강하게 줘서 좋았음.  단점 어지간한 찌끄레기 잡몹도 엇박자로 때리니깐 퍼펙트 가드를 하기어려움. 심지어 보고 반응할 수 있을 정도로 너그러운 엇박자도 아님. 그렇다고 패턴을 익힌 후에 퍼펙트 가드를 시도하기엔 상대는 잡몹임. 상대가 나를 공격하기전에 잡는게 더 나은정도. 그래도 개뽀록으로 퍼펙트가드 성공하면 쾌감 오짐  현재 1회차 클리어했고,, 2회차는 아직 모르겠다. 그래도 충분히 해볼만한 재밌는 게임이라고 생각함 굿~",POSITIVE,JOY,"스토리, 전투 재밌지만 잡몹 가드 어려움",0.90,false,NONE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,,"퍼펙트 가드 시스템, 전투 느낌",직관적이고 이해하기 편하며 재밌음,"잡몹 엇박자 공격, 퍼펙트 가드 어려움",해볼만한 재밌는 게임,스토리@content|전투@content|가드@technical
199580720,1,102.1,다른 소울라이크들과 달리 스토리보는맛이 굉장함,POSITIVE,JOY,스토리 보는 맛이 굉장함,0.80,false,NONE,NONE,POSITIVE,NONE,NONE,,,스토리 보는 맛이 굉장함,,,스토리@content
199549205,1,188.5,너무 재밌게 즐겼네요. 업적 모으겠다고 이리저리 돌아다니고. 공략도 보고 그러며 4회차만에 전부 수집 했어요. 한 번은 크랙 터져서 세이브 다 날라가고 인식 자체가 안되는 문제가 있었는데. 이후 몇 번 더 크랙 문제 터졌지만 세이브 인식이 안되는 문제를 해결이 됐더라구요.  저번에 이와 관련해서 질문 했었는데 어떤 분이 답변 달아주셨거든요.  ----------------------------------------------------------- 크래시는 ue4관련 fatal에러가 대부분이에요 이렇게 튕긴후에는 세이브인식이안되는경우가 생겨요  우클릭 실행인수에  -d3d11 -dx11 -dx12 세개중에 하나씩 적용해서  1시간씩플레이해보세요 대부분해결된다는데 저는 무슺짓을해도 안되더라구여 ----------------------------------------------------------  어떤 조치가 있었는지 아니면 위 방법 때문인지. 크랙 터져도 세이브 인식은 가장 최근 ,POSITIVE,SATISFACTION,재밌게 즐겼지만 크랙으로 세이브 문제,0.85,false,NONE,POSITIVE,NONE,NEGATIVE,NONE,,너무 재밌게 즐겼네요,,크랙 터져서 세이브 날아감,,재미@content|크랙@technical|세이브@technical
199546521,1,63.6,"소울라이크 입문이라 다른 소울라이크랑 비교 불가  그런데 너무 재밌음  소울류의 그 ㅈ같은 길찾기가 싫어서 안하고 있었는데, 피구라는 일자형 진행이라는 소리 듣고 구매해서 플레이 해봄  게임 분위기랑 BGM이 너무 좋고 액션 손맛이 좋은 게임  소울라이크 입문으로 추천 합니다",POSITIVE,JOY,"분위기, 액션 좋고 소울 입문 추천",0.90,false,POSITIVE,POSITIVE,NONE,NONE,POSITIVE,게임 분위기 좋음,액션 손맛이 좋은 게임,,,소울라이크 입문으로 추천,분위기@content|액션@content|소울라이크@content
199544830,1,43.4,패치할수록 갓겜,POSITIVE,JOY,패치할수록 갓겜,0.70,true,NONE,NONE,NONE,NONE,NONE,,,,,,패치@technical|갓겜@value
199349084,1,5.0,시이이이이발 서곡까지 10만원 질렀는데 반절 후려치기 세일이라니 땅을 치고 통곡한다,NEGATIVE,ANGER,세일 가격 정책에 대한 불만,0.90,false,NONE,NONE,NONE,NONE,NEGATIVE,,,,,반절 후려치기 세일,세일@value
199338183,1,26.3,소울류 입문작으로 가장 적합한 듯  본가에는 없는 난이도 선택이....  닼3 처음할 때처럼 최근에 했던 게임 중 가장 재미있었음,POSITIVE,JOY,소울류 입문으로 강력 추천,0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,가장 재미있었음,,,소울류 입문작으로 적합,소울류@content|난이도@content|입문@other
199312076,1,57.7,"넘모 재밌었다 흑흑ㅠ.... DLC보단 줄리앙 퀘스트가 잔잔~허니, 갬-덩이네여",POSITIVE,SATISFACTION,"줄리앙 퀘스트 감동, 게임 매우 만족",0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,넘모 재밌었다,줄리앙 퀘스트가 갬-덩,,,퀘스트@content|재미@content
199291178,1,83.3,ㅈㄴ 어려운데 재밌음,POSITIVE,JOY,어렵지만 재미있는 게임,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,ㅈㄴ 어려운데 재밌음,,,,재미@content|어려움@content
199289675,1,38.4,인형왕 개같은년 (25시간 후) DLC 막보 씨이이이이이이빨년,MIXED,ANGER,보스 난이도에 대한 불만,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,재밌음(추정),,,,보스@content|DLC@content
199538148,1,39.8,짧은 거짓말 이였다  나는 잘지내요 아빠..  진짜로,NEGATIVE,DISAPPOINTMENT,슬픔과 그리움이 느껴지는 짧은 메시지,0.90,false,NONE,NONE,NEGATIVE,NONE,NONE,,,"짧은 거짓말, 나는 잘 지내요 아빠",,,아빠@other
199510227,1,9.8,소울류를 접해본 게임은 파스칼웨이저 밖에 없기때문에 이 게임이 나왔을때 하고싶어도 많이 어려울거 같아서 선뜻 구입하질 못했습니다. 그래서 할인 할때마다 침만 흘리고 있었는데 난이도 변경 시스템이 나왔다 해서 바로 구매했습니다! 어..그런데 난이도를 보통으로 했는데 너무 쉬워서 스토커모드로 하고 있습니다. 역시 소울류는 긴장감 넘치면서 치고 빠지는게 매력인거 같네요..ㅋㅋ지금 너무 재밌게 하고 있어요! 진작 살껄 그랬어ㅠㅠ,POSITIVE,JOY,"난이도 변경 후 만족, 소울류 재미 만끽",0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,"소울류, 긴장감 넘치고 치고 빠지는 매력",,,진작 살껄 그랬어,소울류@content|난이도@technical|재미@content
199440652,1,153.9,"소울류 중에 가장 재미있게 한 게임 같습니다. 스토리도 직관적이라 흐름을 따라가며 충분히 잘 이해되었고, 특수무기만 사용하는 저로서는 다양한 무기들이 있다보니 즐겁게 플레이했습니다.",POSITIVE,SATISFACTION,"스토리, 게임플레이 모두 만족스러운 소울류",0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,"가장 재미있게 한 게임, 다양한 무기","스토리 직관적, 이해 잘 됨",,,소울류@content|스토리@content|무기@content
199383835,1,41.1,세키로와 스콜라의 ㅅㅋㄹ이크,NEUTRAL,NEUTRAL,"세키로와 스콜라 비교, 의미 불분명",0.70,true,NONE,NEUTRAL,NONE,NONE,NONE,,세키로와 스콜라의 ㅅㅋㄹ이크,,,,세키로@content|스콜라@content
199363898,1,111.2,"익숙한 전형적인 소울이지만,스토리를 잘 버무린 소울게임",POSITIVE,SATISFACTION,스토리와 게임플레이 조화로운 소울 게임,0.85,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,익숙한 전형적인 소울,스토리를 잘 버무린 소울게임,,,소울@content|스토리@content
199255957,1,45.8,"제가 LA 있을때는, 뭐든지 직접 해봐야 직성이 풀렸어요. 투구폼 바꿔보겠다 싶으면 불펜에서 몇 시간이고 혼자 던지고, 경기 끝나고도 샤워도 안 한 채로 공만 들여다보며 ""이게 왜 안 먹히지?"" 하고 연구했죠. 그러다보니 자연스레 생각이 많아지고 생각이 많아지다보니 말도 많아지고, 말이 많아지면 생각이 더 많아지고… 이게 순환이 돼요. 이게 제 스타일이에요. 그래서 팬한테도 말 많이 하고, 후배한테도 말 많이 하고, 뭐 그런 거죠. 아내가 없었으면 아직도 얘기 중이었을 겁니다.  그런데 말이에요, 그 열정이 이번에 P의 거짓을 하면서 다시 불타오르더라고요. 처음엔 그냥 '피노키오? 다크소울?인가?' 하고 시작했는데, 와… 이건 그냥 그런류의 게임이 아니에요. 분위기부터가 확 잡아끌어요. 스토리도 꽤나 잘 짜여있고, 특히 보스 디자인이 정말 기가 막혀요. 이게 뭐 하나 때려부수는 맛도 있고, 딱 퍼펙트 패리 타이밍 놓쳤을 때 긴장감이 장난 아니에요. 근데 그거 아세요? 제가 진짜 몰입",POSITIVE,SATISFACTION,"P의 거짓, 잊었던 열정을 다시 불태우다",0.95,false,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,분위기가 확 잡아끈다,"때려부수는 맛, 긴장감이 장난 아니다",스토리도 꽤나 잘 짜여있다,,,보스 디자인@content|스토리@content|투구@other
199234033,1,86.7,아 별로 재미없어서 4회차밖에 안했네,POSITIVE,JOY,재미있어서 4회차밖에 안 했네,0.80,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,재미있어서 4회차,,,,재미@content|회차@content
199203575,1,28.6,다인조 보스만큼은 본가보다 낫다,POSITIVE,SATISFACTION,다인조 보스는 본가보다 낫다!,0.85,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,다인조 보스만큼은 본가보다 낫다,,,,보스@content
199184709,1,22.0,아 시발 좀 굴러,NEGATIVE,ANGER,아 시X 좀 굴러!,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,아 시발 좀 굴러,,,,회피@technical
199178779,1,27.3,컨셉과 스토리가 굉장하다. 마지막이 조금 아쉽다. 보스패턴이 조금 더 다양했으면 좋았겠다.,MIXED,DISAPPOINTMENT,"컨셉/스토리는 좋지만, 마지막이 아쉽다",0.80,false,NONE,NEGATIVE,POSITIVE,NONE,NEUTRAL,,보스패턴이 조금 더 다양했으면,컨셉과 스토리가 굉장하다,,,스토리@content|보스 패턴@content
199134216,1,41.9,소울라이크 본가에서 뭘 더 개선하면 좋을까? 에 제대로 답한 듯한 게임 입문용으로 아주 좋음,POSITIVE,JOY,소울라이크 입문으로 좋은 게임,0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,"소울라이크 개선, 입문용으로 좋음",,,입문용으로 아주 좋음,소울라이크@content|입문@content
199115485,1,109.6,4회차까지 기존 난이도로 전부 완료 도전과제도 전부 완료 난 그냥 다 좋았다 처음부터 끝까지 씹고 뜯고 맛보고 즐기고 이런 게임이 더 나왔음 좋겠다 그리고 봄봄아...얘기 늦게 들었다 넌 아마 크라트 호텔에서 영원히 살겠지 하지만 걱정마라 우리 제페토 인형이 전부 해결했으니까 그러니 마음놓고 크라트 호텔에 오는 방문객들 따뜻하게 맞이해주렴 그곳에선 행복해라 언젠가 또 만나길바래,POSITIVE,SATISFACTION,처음부터 끝까지 즐긴 최고의 게임,0.95,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,처음부터 끝까지 씹고 뜯고 맛보고,봄봄아...얘기 늦게 들었다,,이런 게임이 더 나왔음 좋겠다,재미@content|만족@other
199113908,1,28.9,"소울류 게임 스트레스 받아서 절대 안사는데 처음으로 사봤다  진짜 스트레스는 받았다! 근데 불닭 먹는 사람들 기분 이해할 것 같다!  너무 매운데 맛있잖아 스트레스 쌓이는데 또 풀리잖아   그래도 2회차는 안할거야 엔딩 본 나 자신에게 건배를 ,, :wine_glass:",MIXED,ANGER,맵지만 맛있는 스트레스,0.80,false,NONE,MIXED,NONE,NONE,NEUTRAL,,스트레스 받지만 맛있음,,,,스트레스@other|불닭@other
199112523,1,59.4,필드가 씨발이고  보스전은 맥빠지는 닼소랑 다르게 필드는 무난하고  보스전이 맵고 재밌는  상상만 해본 이상적인 소울겜 엘든링 제외 소울류 고트 Dlc까지 매우 야무짐,POSITIVE,JOY,보스전이 매운 이상적인 소울겜,0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,보스전이 맵고 재밌는 소울겜,,,소울류 고트 Dlc까지 매우 야무짐,보스전@content|소울류@content|DLC@content
199104438,1,44.9,후속작 나올때까지 숨 참음,POSITIVE,SURPRISE,후속작 기대,0.85,false,NONE,NEUTRAL,NONE,NONE,POSITIVE,,,,,후속작 나올때까지 숨 참음,후속작@content
199028389,1,68.6,너무너무 맛잇다... 게임 거의 초회차밖에 안하는데 3회차 진행중...,POSITIVE,JOY,게임이 너무 맛있어서 3회차 진행 중,0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,너무 맛있다,,,3회차 진행중,맛있다@content|3회차@value
199022935,1,56.5,재밌어요 프롬의 소울에 가장 근접한 게임이 아닌가 싶네요  스토리 액션 음악 조작감 어느하나 빠질거없이 잘 만든 게임입니다,POSITIVE,SATISFACTION,프롬 소울에 근접한 잘 만든 게임,0.98,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,프롬 소울에 근접,스토리 잘 만듦,,,스토리@content|액션@content|음악@content
199022843,1,53.6,왜이렇게 맛있나요 디엘씨,POSITIVE,JOY,DLC가 매우 만족스러움,0.96,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,왜이렇게 맛있나요,,,디엘씨,DLC@content|맛있다@content
199021683,1,29.4,난 프롬빠돌이라 다행이다 반찬이 끝도없이 나오는데 맛있잖아,POSITIVE,JOY,"프롬 게임, 혜자 게임",0.92,false,NONE,POSITIVE,NONE,NONE,NONE,,반찬이 끝도 없이 나옴,,,,프롬@content|반찬@content
199011225,1,2.6,소울라이크류 장르를 입문하시고 싶다하시면 이겜이 제격입니다.  난이도도 적당하고 길이 거의 일직선으로 되어있어서 길치여도 아 여기로 가야하구나 금방 아실수 있습니다.  스토리가 환상적입니다. 뭐라 말하기도 아까운만큼 몰입감이 쩔어요  물론 최적화도 잘되어있습니다.  다른 소울류보다 난이도가 낮으니 추천드립니다.,POSITIVE,SATISFACTION,"소울라이크 입문, 환상적인 스토리",0.97,false,NONE,POSITIVE,POSITIVE,POSITIVE,NONE,,소울라이크 입문 제격,스토리가 환상적,최적화 잘 되어있음,,소울라이크@content|스토리@content|최적화@technical
199098384,1,38.4,"프레임 드랍이 있습니다. 50번대 그래픽카드만 그런건진 모르겠는데, 드라이버를 바꿔가며 설치해봐도 프레임드랍이 생겨요. 제작진이 혹시 보신다면 얼른 업데이트로 안정되었으면 좋겠어요. 게임 자체는 너무 재밌습니다! 플스와 pc 모두로 다회차를 할 정도로 재미있고, DLC도 매우 재밌게 엔딩 봤어요. 예전처럼 프레임 안정화만 되면 정말 최고의 게임 중 하나에요!",POSITIVE,SATISFACTION,프레임 드랍 아쉽지만 게임은 최고,0.90,false,NONE,POSITIVE,NONE,NEGATIVE,NONE,,게임 자체는 너무 재밌습니다!,,프레임 드랍이 있습니다.,,프레임 드랍@technical|재미@content
199088655,1,23.4,난이도 조절을 할 수 있어서 좋음. 소울류가 재밌는게 아니라 액션게임을 재밌게 하는 사람은 난이도 쉽게 하면 될듯.  난 이젠 소울류는 피곤해,POSITIVE,JOY,난이도 조절 가능해서 좋음,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,난이도 조절을 할 수 있어서 좋음,,,,난이도@content
199071625,1,118.7,아쉬운 부분도 분명히 있지만 재밌음,POSITIVE,NEUTRAL,아쉬워도 재밌음,0.70,true,NONE,POSITIVE,NONE,NONE,NONE,,재밌음,,,,재미@content
199046321,1,54.5,아 진짜 가드했는데,NEUTRAL,DISAPPOINTMENT,가드 판정 불만,0.60,true,NONE,NEGATIVE,NONE,NONE,NONE,,아 진짜 가드했는데,,,,가드@content
199038219,1,39.3,본편은 엑스박스 패스로 즐기고 DLC 를 즐기기 위해 스팀에서 구매하고 다시 처음부터 플레이했음.  다시 사서 플레이를 할 정도로 정말 잘만든 게임임.  스토리도 마음에 들고 게임성은 프롬 제외 소울라이크 게임 중에서는 탑게임으로 주고싶음,POSITIVE,SATISFACTION,다시 구매할 정도로 잘 만든 게임,0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,정말 잘만든 게임임,스토리도 마음에 들고,,,스토리@content|게임성@content
198910708,1,31.9,엑박 게임패스로 클리어 했었는데   난이도로만 보면 지금이 나은거 같음 스트레스 없이 재미있는 플레이가 가능함,POSITIVE,JOY,난이도 조정으로 재미있는 플레이 가능,0.90,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,스트레스 없이 재미있는 플레이,,,엑박 게임패스로 클리어,난이도@content|재미@content
198910357,1,70.6,dlc까지 해본 소감으로는 간만에 잘만든 소울류를 즐긴 느낌이네요 가드랑 회피 둘다 사용하는 맛이 있고 무기들도 나름 개성있고 재밌었네요 스토리도 본편은 뭔가 애매하다 싶었는데 dlc에서 완성된 느낌을 받아서 좋았습니다.  추천합니다 ~,POSITIVE,SATISFACTION,"잘 만든 소울류, DLC로 스토리 완성",0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,"가드, 회피 둘다 사용하는 맛",dlc에서 완성된 느낌,,,소울류@content|DLC@content|스토리@content
198881244,1,35.3,"난이도 설정이 있어 좋네요. 탐험하고, 전투하는 재미는 있습니다. 가드, 회피 타이밍이 좀 더 길었으면 좋겠어요. 아이템 사용이 너무 불편하네요. ---- 중반 천천히 스토리도 보고, 못가본곳에서 아이템 줍고하면서  하면 무척 잘만든게임입니다.~ 모처럼 매일 즐기는 게임입니다. 적극 추천합니다.",POSITIVE,JOY,"탐험, 전투 재미, 아이템 사용 불편",0.88,false,NONE,POSITIVE,POSITIVE,NEGATIVE,NONE,,"탐험하고, 전투하는 재미",중반 천천히 스토리도 보고,아이템 사용이 너무 불편,,탐험@content|전투@content|아이템@technical
198856309,1,5.4,난이도 조절 넣어주셔서 감사합니다 덕분에 즐길 맛이 난다  그래도 보스전은 어렵고 엘리트몹 보면 심장이 멎을 거 같아요  퍼펙트가드 너무 찰지고 재밌음  DLC도 하고 싶으니 열심히 깨볼 예정,POSITIVE,JOY,"난이도 조절, 찰진 퍼펙트 가드",0.92,false,NONE,POSITIVE,NONE,NONE,NONE,,퍼펙트가드 너무 찰지고 재밌음,,,,난이도@content|퍼펙트가드@content|보스전@content
198838690,1,181.6,"DLC를 플레이 하고 리뷰를 답니다.  본편도 정말 재미있게 플레이 했는데요, DLC는 서사도 게임 난이도도 더 발전한 모습을 보여줘서 놀랐습니다.   소울 게임을 처음 접한게 피구라인데요 진짜 넘넘 재밌게 플레이하고 있습니다!!!  그리고 보스 대결 추가 넘 조아요!!",POSITIVE,JOY,"DLC 서사, 난이도 발전, 매우 재밌음",0.93,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,"DLC는 서사, 난이도 발전",본편도 정말 재미있게 플레이,,,DLC@content|난이도@content|재미@content
199010543,1,32.0,노래 좋고 타격감 좋고 맵 구성도 나쁘지 않은게 소울류 입문작으로 추천,POSITIVE,SATISFACTION,소울류 입문으로 추천,0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,타격감 좋고 맵 구성도 나쁘지 않음,,,소울류 입문작으로 추천,소울류@content|타격감@content
198990217,1,28.2,"알잘딱소울 입니다  역시 디지털에 절여져 자라온 한국인들이  이러한 디지털 콘텐츠에 대한 센스가 좋은 것 같다    소울류가 포함하는 여러가지 요소들에서 우수한 육각형게임 같고요  제일 맘에 든 부분은 길찾기 스트레스를 느끼지 못했다 어디로든 비벼대다보면 대충 맞는 길로 가짐  나에게는 소울류 게임 최대 진입장벽이 길찾기라고 생각하는데 여기서 에너지 보존이 되어서 좋았다  그밖에도 미묘하지만 확실히 도움되는 편의성 요소들이 많이 있어서, 게임의 본질적인 부분에 더 집중하고 몰입하여 플레이할 수 있었다    근데 저멀리 아이템 어렵게 먹으러 갔는데 리전매거진1개 이런거는 좀 화딱지나서 점점 땅에 있는 아이템을 안먹게 되었는데, 퀘스트나 스토리 관련 아이템은 일반 템이랑 다르게 구별되는 뭔가가 있었으면 좋았을 듯 하다    하여간 오래간만에 DLC까지 끝장을 본 게임 . ! !    다크소울이 인제는 보고 배워라",POSITIVE,SATISFACTION,길찾기 스트레스 없는 소울류,0.85,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,"길찾기 스트레스 적음, 편의성 요소 좋음",,,DLC까지 끝장을 봄,소울류@content|길찾기@content|편의성@technical
